Period_Sales,Period_DeliveryDelay,Cost_Manufacturing,Cost_Indirect,Cost_Packing,Percent_Margin,Amount_Margin,Amount_Net,Amount_ChannelMargin,Percent_Tax
9,22,82,16,169,54,547,5148,2284,12
42,8,38,26,123,31,939,5099,1199,12
27,8,44,28,164,12,1478,3093,1567,12
27,22,78,36,164,22,695,3433,1654,16
2,2,17,44,112,20,1237,3212,2289,19
28,1,18,5,117,19,1065,4609,1187,23
26,1,35,40,123,22,1355,4145,1792,2
9,4,42,22,116,57,1335,5157,1357,23
3,19,39,38,195,30,1474,5497,2302,19
40,23,32,6,119,15,1471,5397,2314,15
35,23,78,11,108,43,994,4530,1802,16
55,9,60,43,199,31,1061,5942,1450,17
22,8,95,24,154,16,1004,5681,2003,13
23,13,75,17,122,35,1085,3044,1174,7
13,20,87,1,112,26,659,5376,1017,5
35,1,70,33,170,39,1331,5608,1853,22
31,14,99,48,164,20,1448,5334,1778,10
30,19,68,47,177,44,1477,4455,1380,9
7,7,78,40,113,32,992,3306,1557,6
34,22,28,48,194,24,1162,5165,2185,7
3,4,94,10,156,57,1326,3978,1857,17
44,12,18,19,105,32,580,5578,1384,22
1,10,94,2,113,11,815,3458,1804,16
22,1,93,39,155,48,1385,3765,1632,21
25,16,92,34,130,30,1137,3578,1548,5
2,21,96,46,160,57,981,3079,1140,15
10,5,15,4,185,20,999,4949,2059,2
33,0,12,37,120,32,1462,5580,1155,1
42,10,65,27,185,30,510,3475,1569,13
37,11,91,4,146,54,771,3940,2118,4
53,22,40,49,125,34,1387,3780,1297,11
18,14,36,3,165,58,868,3632,2054,7
36,7,67,41,143,28,1408,3756,1968,2
37,13,40,35,192,10,951,3003,2154,1
21,5,50,19,107,42,788,4170,1504,15
35,11,47,3,150,40,1033,3546,2358,9
18,9,60,6,191,57,1403,5058,1643,10
11,9,51,10,189,52,1414,3447,1644,8
13,1,18,45,154,42,1026,5330,1624,10
53,17,35,33,154,59,852,3251,1577,4
34,2,41,23,119,39,1008,4815,2447,4
15,11,45,4,171,52,1477,5203,1588,13
31,18,10,28,105,21,1061,5680,2084,21
19,2,49,24,171,13,747,3615,1780,1
48,13,62,32,173,43,1077,4939,1399,22
49,9,40,46,167,52,984,3312,2471,11
29,0,67,43,190,23,1158,3497,1924,16
35,3,54,4,152,32,1303,5015,2034,19
11,9,12,35,108,45,1259,3938,2477,23
46,12,85,24,193,46,965,5209,2492,5
26,21,37,43,119,16,1138,3003,2019,15
19,24,66,29,112,13,1460,4848,1173,24
53,18,91,45,148,21,523,3472,1509,7
20,19,16,12,116,32,863,3958,1135,1
52,12,97,41,167,45,671,4890,2384,21
59,3,33,31,189,16,1266,4980,1418,8
21,17,70,35,159,32,740,5350,1164,13
2,18,28,14,164,36,1320,3415,2082,19
24,12,61,45,172,22,646,5284,1090,17
26,0,64,26,158,26,1201,5125,2337,23
36,20,41,30,119,52,1331,4960,2024,7
13,1,85,18,197,39,528,5332,1975,15
0,12,87,27,136,11,600,3147,2262,1
56,9,46,43,107,35,1051,3177,1657,19
41,6,51,26,197,34,975,5138,1262,19
9,6,55,20,128,28,1137,3397,1018,15
3,0,91,32,136,59,1205,4108,1671,3
51,6,77,18,166,32,1359,5458,1403,3
5,23,54,19,145,19,1382,5475,1906,15
44,19,25,10,112,13,737,5214,2421,14
39,14,13,30,135,51,821,5749,2427,4
47,3,86,49,186,17,1424,4925,1402,7
15,7,95,6,184,31,1125,3059,1201,12
38,5,93,30,177,54,887,4218,2192,24
55,12,52,10,105,27,1114,3307,2256,7
22,13,96,26,189,25,873,5301,1112,23
13,2,92,39,109,23,536,4661,1561,24
9,9,65,39,125,59,719,3531,2270,19
21,8,44,11,154,20,731,3833,1883,4
34,21,41,15,158,16,791,4146,2305,3
11,16,32,14,191,47,669,5351,2119,14
32,20,60,2,175,46,1102,4749,2002,5
15,8,67,47,159,50,1041,3774,1494,3
32,12,35,17,194,36,1414,3868,2096,16
19,11,39,2,189,33,1316,5555,2368,9
56,11,48,35,179,18,1361,3673,2468,3
11,18,16,18,107,46,940,5003,1805,24
8,9,24,35,126,35,1388,5672,1802,6
26,24,32,25,167,46,1097,3551,1395,8
46,0,11,30,175,59,568,4974,1139,22
35,15,30,16,138,21,711,3278,2218,8
51,16,65,16,176,57,580,4441,1662,3
52,22,82,10,122,34,600,5396,1712,4
55,6,33,27,116,41,1392,4799,2393,14
21,20,83,23,199,26,958,3144,2070,3
26,19,78,0,184,46,1466,5561,2389,1
23,11,78,0,108,27,595,4302,1178,13
10,20,24,21,137,45,508,4308,1864,1
30,12,67,42,104,51,591,5273,1979,13
59,2,46,37,183,10,1074,3682,1571,9
8,9,94,45,177,17,1303,4437,1515,8
30,1,88,17,195,58,576,3156,1636,11
57,20,15,27,196,20,882,5234,2284,12
39,8,52,23,136,14,1484,4412,1411,23
38,24,72,33,122,27,732,5170,1920,18
44,21,81,14,149,19,772,5906,2291,10
17,19,19,49,118,16,578,3712,1575,12
54,18,37,48,130,21,902,4952,2320,9
55,11,14,20,123,33,1070,5757,1766,16
51,19,79,48,111,51,895,5386,1782,10
39,19,17,4,191,56,1082,4154,1319,17
20,9,29,11,116,17,1289,5670,1839,4
37,18,38,43,104,10,1148,3454,1905,6
49,13,38,2,144,36,1023,5977,1169,8
38,3,82,10,100,52,689,3860,1581,8
5,22,92,48,120,39,553,4613,1922,20
12,14,42,26,195,36,959,3077,1554,24
2,24,94,31,115,26,739,5843,2188,23
20,0,36,47,178,17,891,5505,1338,7
42,7,25,33,101,21,1307,4948,2050,9
17,17,43,27,100,20,1244,4996,1284,14
17,23,51,5,117,59,923,4096,1164,12
20,19,21,37,106,54,744,4106,1885,15
45,12,46,36,164,11,1188,5351,2191,14
53,16,28,26,168,32,1133,4568,1598,5
17,23,55,14,130,37,1093,5901,1771,7
50,11,40,15,114,45,1292,3419,1334,23
46,13,50,48,136,47,733,3330,2110,11
52,21,36,3,177,23,864,3001,1603,11
45,18,94,42,150,34,1325,4516,1635,11
54,19,82,37,190,21,1059,4777,1214,14
59,23,33,31,195,52,830,5482,1517,15
23,13,25,5,118,25,544,5667,2278,16
8,12,50,3,172,54,723,3272,2282,18
37,3,39,32,194,34,603,4368,1154,15
28,10,82,20,152,46,715,5692,1058,1
27,20,47,7,192,58,989,4842,2334,2
44,3,23,0,124,13,1458,5484,1923,9
23,11,20,49,178,55,1129,4946,1168,9
57,24,93,0,193,19,549,3266,1155,12
26,5,40,14,101,12,619,3888,1668,5
36,0,32,37,167,36,1366,5312,1093,19
24,15,10,32,115,29,1168,5981,1033,16
0,3,38,46,180,23,542,4007,1682,8
46,5,18,44,161,32,1419,4876,1909,6
48,20,85,10,140,20,1113,3547,1626,20
56,22,16,0,132,56,1318,5249,1253,5
5,17,57,25,199,29,651,4220,2497,4
39,13,48,19,110,34,955,4635,1065,10
24,4,65,5,172,56,916,3341,1976,12
56,9,96,5,149,22,1043,5855,1128,4
52,16,15,23,174,52,832,5664,1803,18
48,4,96,28,127,18,1464,5255,1750,15
52,22,85,16,140,28,832,3871,2383,8
33,12,66,44,123,19,544,4697,1407,13
17,12,57,25,134,35,864,4432,1363,16
20,11,12,47,155,19,997,3012,1522,20
9,4,24,24,192,18,610,3947,1882,7
40,8,80,47,106,50,682,4366,1043,24
7,19,84,24,131,56,722,4777,2056,14
34,15,18,36,131,49,629,3741,1299,21
16,19,72,48,123,30,1098,3549,2154,3
44,1,82,17,197,32,971,3486,1535,6
5,23,49,31,123,46,527,3869,1775,19
6,13,76,35,124,30,732,4640,1879,2
30,12,14,6,101,33,1221,3307,1726,15
23,8,34,4,111,38,628,4485,2368,3
33,20,78,17,105,24,1049,4496,1672,17
42,21,26,48,176,17,1305,5516,2050,22
2,4,47,44,163,10,516,4917,1505,20
15,14,98,25,145,23,691,5811,1042,22
50,19,54,4,106,48,777,4695,1242,17
32,10,44,21,154,14,1375,4467,1293,2
21,21,79,32,156,37,1237,3493,2166,16
55,7,66,20,163,52,1196,5585,2203,16
55,21,20,37,129,32,546,3325,1758,8
12,23,75,1,101,23,1453,4997,1082,24
0,2,19,21,133,14,1008,4862,2381,3
43,14,97,48,171,56,1416,4681,1358,19
55,19,42,10,162,27,735,3578,1540,17
59,3,28,48,101,45,1056,4578,1771,5
3,3,76,23,120,19,1057,4788,2386,1
52,2,65,33,113,40,1165,3259,1693,6
0,12,88,12,132,19,1021,5427,1078,14
7,2,31,29,146,15,1291,3643,1086,23
3,15,71,48,118,25,996,5140,2399,11
22,10,36,34,162,26,1162,5726,2476,7
54,20,81,40,127,42,697,5009,1491,22
7,20,11,7,108,26,505,5015,1700,15
35,9,13,14,180,35,1173,3997,1875,11
15,14,79,24,126,34,1461,4131,1061,23
58,18,53,27,161,56,552,3945,2336,5
12,6,46,16,123,46,987,3776,2403,11
19,23,58,17,135,31,588,4685,1117,18
41,22,36,45,154,10,939,3013,2480,21
47,16,38,32,111,44,1317,4607,1751,24
43,18,49,33,173,30,746,3579,1377,5
44,18,16,22,167,36,1360,4760,2210,10
14,6,63,13,152,42,850,4666,2134,19
25,3,55,3,195,19,669,3307,1955,9
39,9,38,37,184,12,1340,5386,1048,24
18,8,35,15,155,49,771,3921,1824,23
8,14,46,6,105,12,1439,5860,1574,12
6,24,97,46,119,50,799,5438,2083,16
17,3,14,6,119,51,778,4653,1045,23
18,7,35,22,168,37,862,3864,1337,22
44,16,73,3,198,48,621,5985,1878,14
38,12,40,17,168,58,545,5543,2362,4
45,23,63,11,189,54,1472,5947,1746,8
7,0,43,46,117,48,595,3076,1318,24
50,7,34,0,159,59,720,5645,1619,13
11,6,94,29,167,16,1082,4324,1644,16
49,8,63,43,160,50,1265,4006,1920,3
14,3,84,15,156,39,580,4558,1350,1
12,19,16,31,190,10,1274,4677,2430,11
47,0,90,21,185,25,1181,5594,1765,11
35,8,67,42,176,50,511,3229,2461,11
39,2,82,3,151,19,1360,3495,2188,4
12,14,97,17,119,47,897,5620,1160,8
17,21,34,45,104,54,1025,5156,2263,3
24,12,22,49,175,50,1224,3612,1221,8
55,4,31,5,197,54,1261,5860,1276,20
16,12,26,14,148,52,1209,4610,1626,20
2,2,34,18,142,40,594,4630,1934,12
41,11,77,20,129,19,1285,4111,1428,24
46,13,85,40,194,46,805,5952,1093,2
43,1,25,48,114,43,826,5723,2457,22
51,18,57,41,129,10,602,5208,1226,14
58,18,38,11,171,37,713,5457,2207,22
15,3,24,13,178,20,684,3877,1854,20
25,2,28,42,151,16,1414,4747,1534,15
50,6,49,31,145,15,1008,5356,2488,15
48,22,46,16,147,12,1003,3393,1185,4
29,4,70,44,110,30,1296,5961,1046,4
34,23,42,33,165,26,798,5394,2020,16
35,13,58,22,108,31,1081,5446,2052,9
57,19,49,45,156,51,517,5357,1702,20
54,15,99,9,120,31,846,5110,1316,18
40,14,29,31,108,56,1149,4954,1986,12
1,6,96,27,126,26,1035,4329,1169,24
29,13,41,31,113,10,947,4606,2103,4
9,10,19,5,108,12,1009,4091,1195,9
20,10,11,12,160,35,1218,3380,2135,2
46,12,10,20,197,40,1218,5845,1279,13
59,9,79,46,105,39,835,4766,1632,4
29,18,66,24,101,54,1153,3771,1671,7
21,4,44,15,124,35,639,5816,1609,1
5,19,69,35,168,36,869,5270,1630,3
50,1,86,39,162,22,1157,4830,1918,4
41,12,32,42,163,41,1125,4276,1603,24
41,3,77,14,117,20,1298,3556,1400,8
22,8,34,20,156,57,1439,3700,2242,8
35,14,66,31,130,49,969,4590,1051,4
43,9,17,29,169,51,604,4096,1481,18
38,19,21,45,173,24,757,5448,1852,21
16,14,35,23,116,14,1468,5374,1711,18
14,3,89,38,150,33,1119,3502,1261,17
42,2,28,20,129,48,1012,3129,2029,7
2,14,62,11,155,33,744,5731,1754,4
15,6,95,27,172,20,1033,3934,1857,4
49,10,67,40,149,23,1012,4999,1676,9
39,22,27,3,168,52,984,3655,2148,16
24,8,36,37,163,46,711,5308,2027,23
49,7,30,16,101,59,748,5624,1222,10
53,3,32,42,124,47,1453,5230,1692,17
42,13,77,25,166,18,1413,3255,2210,1
19,14,15,10,162,31,1443,5464,2008,6
19,21,66,43,175,57,1336,5419,1400,22
4,2,91,26,153,53,534,5242,1417,22
51,5,43,7,151,28,1043,3664,2191,15
46,10,48,14,105,25,737,4010,1828,18
10,12,28,22,158,23,761,3104,2225,7
41,9,87,35,189,39,601,4604,2227,19
19,13,15,34,151,11,635,5561,2145,11
34,17,50,2,167,17,1147,5876,1878,7
48,1,60,34,158,58,919,5280,2290,1
35,17,22,10,178,20,1269,3457,1405,15
31,18,26,4,101,11,691,4301,2030,19
53,10,88,10,184,31,780,3134,2373,7
5,12,94,48,141,29,893,4312,1815,14
46,15,86,10,176,45,513,4013,1875,9
28,7,38,41,103,37,738,4573,2370,17
42,15,97,11,103,41,1167,5461,1513,6
20,2,43,6,195,50,776,3215,1866,21
19,8,96,24,171,43,806,5484,1032,9
48,2,23,32,150,16,1182,3015,1266,18
32,6,97,12,127,30,1186,4040,1229,12
54,7,87,26,149,46,1045,5472,1401,12
15,13,82,23,115,17,1335,4453,2164,21
29,8,54,22,197,22,717,4744,1245,16
6,19,94,36,180,44,1056,3900,1031,14
14,8,73,23,160,14,511,5799,1177,14
31,21,98,6,160,27,1271,3677,1971,23
51,10,39,27,197,13,1302,4841,1961,2
57,16,37,5,169,27,1387,4684,2444,8
40,17,79,36,138,11,821,5842,2487,21
56,3,94,33,199,13,1098,5338,2173,24
24,11,95,13,185,36,696,3767,1232,14
24,14,96,2,155,57,1297,4873,1544,8
37,9,94,32,146,57,527,3807,2253,19
25,24,13,0,120,10,1019,3718,1716,15
5,23,18,42,126,50,558,5712,1423,5
20,15,84,27,127,16,590,5425,1080,23
24,0,57,22,141,49,718,3036,2453,18
57,5,33,5,155,50,1404,4321,1068,17
7,17,28,29,114,11,1110,5890,1677,19
8,23,21,3,194,50,993,3871,1697,7
37,20,87,35,183,40,1212,3516,2395,4
58,2,45,3,147,59,1321,3429,2110,2
24,4,77,21,129,24,1362,5768,1483,18
40,19,16,7,164,25,1464,5838,2245,23
10,4,80,20,191,45,1312,3327,2337,2
30,16,82,4,113,43,1113,3096,2126,15
31,5,60,37,147,13,897,5229,2092,9
24,17,30,5,148,20,552,3011,1691,8
37,8,44,7,160,44,1125,4026,1948,6
32,9,88,9,123,15,1049,4582,1376,14
15,19,34,22,117,52,1223,4676,1279,15
24,2,41,18,159,13,827,4533,1119,12
22,14,65,29,134,18,1444,4967,1115,15
28,2,81,40,174,11,1031,4218,1773,5
43,8,83,25,178,16,682,5075,2438,21
36,3,89,36,119,50,1372,4844,1322,12
18,12,25,22,137,42,1188,4566,1591,24
30,10,20,7,184,46,1366,3716,1148,9
58,9,96,34,147,46,930,5933,2036,12
1,24,92,19,177,18,1334,4958,1993,13
54,0,30,29,153,42,1411,5493,1987,9
11,4,80,19,179,16,599,4912,1111,17
15,8,95,29,154,24,968,4213,1899,22
4,6,79,37,128,47,537,3171,1006,5
2,22,46,24,171,25,869,5810,1111,15
2,14,74,32,193,35,1412,3947,1504,19
50,17,22,4,136,29,745,3188,1348,10
54,23,24,6,138,55,1165,3219,1294,24
18,17,70,5,181,16,1151,3044,2149,8
6,3,95,38,177,15,579,5886,2450,15
15,14,82,0,190,40,1319,4231,2173,1
49,8,83,8,183,40,1496,3856,1314,11
53,21,46,47,130,19,1373,5191,1188,5
44,12,48,3,104,35,992,5778,1994,5
21,9,87,7,180,15,583,5546,2459,17
51,21,83,8,183,57,710,5889,2117,23
59,2,52,22,127,37,1431,3671,2084,5
24,1,27,31,194,55,742,5146,1340,19
38,5,80,29,194,39,551,4832,1746,6
11,9,41,5,151,32,753,3634,1001,23
53,10,42,39,114,11,825,4209,2176,7
23,10,40,31,134,12,1265,3919,1176,15
23,23,58,18,173,24,1207,5888,1044,12
53,16,21,31,145,29,1262,5821,1762,20
25,23,44,42,187,24,1035,4654,1338,5
48,12,40,17,105,19,553,3803,1103,12
15,8,58,19,179,41,918,5151,2177,16
30,11,38,36,125,42,557,4929,1040,9
13,12,98,32,173,19,1465,3746,1382,18
30,17,17,5,128,41,1427,5089,2144,13
23,17,75,34,129,55,1411,3177,1989,11
53,12,14,10,118,42,696,5961,1757,14
18,4,12,48,168,37,950,4807,1800,13
9,19,43,45,197,24,865,5892,1861,19
9,18,69,2,185,33,1303,5059,2377,11
52,5,52,7,191,53,587,3662,1150,12
23,12,30,16,126,14,825,5379,2349,9
12,8,12,46,135,56,1404,3838,1558,6
30,19,74,43,195,13,1208,3776,1678,12
16,8,47,49,125,28,1167,4162,1395,22
44,18,63,16,107,49,555,5796,1987,6
10,13,60,44,143,20,598,3180,1573,13
43,1,38,18,198,40,1397,3486,1893,5
44,8,58,24,100,58,641,4069,2329,11
26,13,95,9,180,39,928,3692,1640,14
44,4,46,3,167,43,537,3355,1178,3
54,22,33,2,175,23,1021,4756,1764,10
45,10,22,26,185,30,787,4992,1762,10
27,19,58,37,184,21,810,4451,1825,17
6,0,72,18,165,30,1433,4980,1560,20
52,12,12,32,168,46,897,5725,1184,20
41,21,48,34,133,12,1320,3506,1885,20
5,2,66,31,146,39,1466,5588,1112,1
16,13,62,47,177,41,1268,3281,1397,14
47,13,35,4,145,58,864,4211,1960,16
55,13,48,32,185,46,1320,4550,2271,17
0,6,34,39,149,20,1439,3076,1428,14
26,18,30,43,110,57,1498,4963,1539,21
12,21,35,7,129,18,686,3749,1910,6
1,19,45,23,175,20,722,4267,1969,23
56,6,11,22,164,22,993,4602,2206,11
31,15,27,21,121,37,831,5520,2266,12
44,15,56,1,175,10,535,5571,1815,22
59,15,90,24,148,30,867,5279,1693,20
52,6,82,8,133,42,1120,4766,1379,8
34,17,56,15,112,20,1054,4972,2155,10
17,12,33,27,114,25,1023,4522,1206,20
33,8,34,16,179,42,1122,4397,1603,24
43,11,85,19,114,41,1110,3213,1719,5
28,22,39,32,130,11,935,5055,1530,7
50,16,33,25,144,58,803,3912,2498,21
31,3,85,19,100,35,553,3776,2184,3
45,15,56,9,172,37,676,5712,1514,22
29,22,97,43,167,11,1181,5832,1512,18
45,8,54,17,180,15,731,4310,2469,12
13,13,62,21,135,37,666,3499,2213,4
24,11,55,23,141,59,654,5158,1094,1
3,14,78,7,178,36,1457,4758,1659,1
47,13,98,12,162,45,592,5270,1077,21
1,13,42,39,139,58,1213,5606,1323,19
43,23,79,12,125,25,1256,5522,1200,13
29,21,32,1,195,33,1472,4166,2204,4
30,12,63,18,119,30,1385,4998,2133,24
48,15,82,26,142,57,1054,5553,1160,23
23,5,78,25,170,24,886,4740,2196,19
51,0,18,29,152,24,1124,3204,1878,19
16,15,15,25,187,45,1173,3956,1301,16
41,15,64,13,105,46,1085,4115,2136,16
19,15,64,8,188,24,525,5528,1121,7
50,24,50,23,114,53,713,4203,1843,18
55,17,91,4,185,32,1496,3399,1956,21
36,8,57,48,175,48,1229,3724,1771,7
44,1,45,24,128,40,674,3148,1594,23
44,5,97,41,117,20,1206,3481,2199,18
56,12,53,20,145,40,1346,4861,1881,23
6,1,89,21,150,31,1491,4242,2134,18
54,18,53,36,120,17,855,4101,2054,20
27,22,36,48,107,48,575,5593,1598,24
4,18,26,9,105,27,703,4566,1800,24
8,16,65,28,151,45,1067,4177,2372,18
22,7,94,4,159,37,687,3764,1345,13
36,5,30,42,190,53,1196,4007,1449,8
44,1,54,24,148,37,634,3780,1272,5
55,20,93,38,102,38,528,4330,1839,5
44,24,93,3,157,28,508,3961,2151,3
38,2,39,19,190,48,1301,3223,1217,17
49,18,39,45,104,31,957,5106,1409,9
50,21,51,29,105,20,1059,4886,1816,17
9,11,37,0,145,49,578,4475,1769,15
3,11,24,31,105,33,506,4335,1309,12
3,9,36,4,111,43,1465,3711,2455,8
29,13,13,36,139,21,757,4939,1320,17
10,14,26,4,132,40,825,4492,1726,2
41,6,17,30,181,37,1391,5021,1565,6
5,24,13,26,121,47,712,3493,2194,17
41,8,15,29,149,28,1003,4453,2017,11
14,24,60,24,125,29,1173,4989,1739,2
2,10,64,7,182,42,1150,4975,1336,21
54,15,76,39,175,37,1363,4180,1216,8
36,1,36,29,155,21,885,5663,1219,8
51,6,10,47,195,18,1414,3054,2027,5
40,17,35,20,171,49,1294,4776,1154,18
1,20,55,40,127,33,1108,4379,1512,4
57,17,41,25,151,51,691,4914,1480,16
6,7,55,33,112,23,659,5146,1955,9
38,22,28,13,197,38,1429,4198,1501,22
5,1,11,41,123,38,1135,5546,1428,23
12,19,73,19,128,54,1460,4935,2286,4
56,4,30,23,127,34,1337,5294,1027,12
3,17,13,25,189,13,1089,5949,1671,7
9,17,18,18,144,27,1164,4907,1949,2
54,13,32,24,193,53,596,5554,2334,4
51,20,50,8,113,44,769,3230,2228,1
38,10,62,37,152,47,627,3855,1718,3
26,0,43,32,196,33,1054,4314,1834,12
1,2,49,42,193,11,549,5845,1910,1
15,20,57,28,165,36,1297,5461,1197,19
24,6,10,19,174,53,1179,3481,1512,4
38,23,14,11,165,18,960,5026,1098,14
25,11,95,42,150,16,556,5720,2360,11
19,16,88,18,150,42,975,3282,1760,12
18,20,55,4,140,13,687,3185,1373,8
57,16,73,7,119,43,1055,3450,2327,8
16,24,98,19,104,58,1437,3950,1149,3
27,0,18,35,119,17,827,5717,2292,18
4,2,65,16,143,31,976,4613,1313,23
24,21,24,7,174,16,826,5798,2346,6
42,0,14,2,153,48,1468,4633,2023,21
18,19,17,44,173,26,667,4410,2431,18
0,14,17,26,116,42,909,4629,1860,15
1,2,43,15,113,48,915,4695,1228,18
21,4,42,48,109,27,1304,5088,1260,19
18,20,37,18,186,45,1476,5447,1631,10
53,13,29,13,156,48,587,4690,1983,16
20,14,51,4,161,28,535,4716,1648,24
2,16,79,27,157,20,970,4201,1008,12
46,19,96,6,184,36,1349,5109,1569,2
57,6,95,49,166,53,630,4644,1608,21
35,5,78,24,117,10,1444,3870,1575,14
32,22,35,3,116,18,918,4190,1734,2
43,11,48,19,176,27,998,5577,1878,21
52,15,36,39,192,36,504,4981,1230,4
28,0,93,35,142,24,1481,3013,1316,12
22,13,20,43,113,19,1134,5830,2245,17
59,1,62,28,153,16,822,4563,1243,15
52,24,54,46,176,18,918,5512,1614,16
21,18,18,48,105,42,670,4198,2397,20
39,24,41,32,161,42,1322,3092,1324,16
8,7,36,26,126,34,537,3883,2324,2
52,15,68,2,111,12,1288,3488,2096,3
13,21,22,37,181,15,875,3975,1293,1
3,19,17,18,137,44,1145,4238,2443,3
45,9,95,13,138,33,1371,3966,1037,4
40,21,97,19,100,18,1252,3157,1974,12
58,24,10,14,108,30,1031,5610,1998,13
45,16,31,3,178,21,522,4346,2079,4
30,17,10,39,119,24,818,5302,2166,8
16,13,60,34,126,16,1261,3758,1991,7
30,9,99,21,103,20,927,5257,2439,5
32,21,86,18,174,52,998,5268,2121,20
32,6,70,16,103,51,957,4829,1333,20
8,11,78,45,127,32,1217,4953,1416,4
11,22,36,37,128,57,558,3059,1238,5
51,16,93,49,169,33,1170,5037,1372,6
38,2,63,45,104,12,1331,5251,2293,5
41,13,12,41,173,15,1191,5697,1217,17
58,11,44,49,118,41,1036,3190,2311,11
3,5,94,44,172,53,1179,4698,2141,16
45,11,68,12,139,56,1396,4299,2093,17
39,2,54,20,154,38,1186,5541,1328,20
4,3,65,43,161,24,1065,5833,2315,16
34,22,81,18,169,59,1259,5591,1933,21
18,18,77,41,117,43,521,5930,1061,23
40,9,92,46,174,48,979,5382,1006,20
10,14,86,3,138,34,977,3097,1442,22
17,14,48,39,147,11,1356,3056,1734,7
51,6,78,24,178,20,558,5462,1641,12
50,13,38,5,150,57,1010,4638,2290,2
13,17,20,37,114,22,1334,5869,1547,19
49,18,91,17,119,31,803,3590,2382,12
28,21,51,4,193,12,975,5643,2079,12
21,19,22,39,114,20,1347,3872,1546,20
46,15,41,6,193,28,1089,5606,2128,1
3,10,22,26,156,37,1063,5431,1039,12
35,7,58,37,116,29,545,3665,1442,10
15,2,98,30,129,55,705,3849,2109,7
53,2,26,28,123,53,1308,3062,1649,1
32,16,21,13,131,27,530,5585,1256,7
26,10,74,11,193,38,607,3106,2489,22
9,23,88,22,103,53,529,4025,1517,15
40,23,87,44,156,54,1461,4959,1202,8
3,8,82,10,160,39,1393,3287,2128,7
7,8,88,29,130,54,881,5821,1883,15
6,10,20,33,115,33,1141,3484,1344,20
13,5,18,0,172,52,1271,3582,1518,6
17,8,42,25,160,20,567,5904,1044,3
4,3,31,15,115,38,849,4760,2247,4
29,21,75,8,147,30,950,4304,2119,5
18,5,20,42,154,58,1122,5328,2320,21
27,16,33,25,199,16,679,4272,1038,2
17,13,73,33,198,21,702,4729,1059,1
57,15,44,12,115,30,725,5365,1344,3
26,6,73,33,115,10,1040,3181,1016,8
3,11,72,22,170,23,1127,4470,1718,24
57,10,19,16,121,40,839,5086,1403,20
26,1,96,15,118,43,923,4594,2105,17
42,9,36,29,192,30,1225,4126,1242,6
41,17,69,28,154,58,1187,5036,2306,23
45,0,71,18,115,35,942,4378,1048,2
17,0,68,17,183,16,1094,3644,2274,21
58,17,23,26,188,45,1153,3509,1245,22
52,22,65,23,105,38,1198,3612,1760,4
37,5,53,29,146,18,604,5912,1884,18
24,15,64,14,122,39,1331,3015,1810,19
46,16,68,16,172,23,1237,5321,1111,1
2,7,67,46,123,40,798,3038,1996,19
11,4,90,4,116,51,520,3266,2195,5
23,5,27,3,193,40,799,5610,1147,6
43,3,58,18,136,25,1054,4429,1834,24
28,6,28,41,156,51,1230,4875,2200,3
41,4,33,10,126,50,1250,5734,1776,17
52,22,75,29,167,19,1315,4730,1185,12
27,8,36,15,109,23,1128,5745,2235,16
24,5,54,28,184,19,703,5365,2234,11
28,5,55,38,191,44,528,4711,1896,16
49,23,90,23,103,28,994,4506,1860,5
13,9,64,11,124,36,1283,5323,1218,18
4,8,35,31,131,30,824,5835,1641,5
4,7,84,27,111,52,1151,4019,1603,4
0,24,61,29,130,33,963,3764,2326,18
55,22,82,9,149,26,554,5409,2372,21
57,13,44,34,167,35,1083,4535,1735,1
51,12,54,14,104,33,1417,3161,2374,7
19,3,46,23,130,28,1124,3338,1217,11
48,6,49,42,162,11,661,3410,1419,1
58,12,68,36,124,19,1414,5911,1794,7
12,1,69,32,186,42,1135,5525,1608,21
26,21,77,26,132,27,996,3810,1508,12
42,20,93,31,193,53,1047,5817,1504,15
49,6,57,39,119,52,801,5319,1339,24
13,3,36,45,116,55,1188,3510,1963,1
18,14,41,45,113,58,609,5691,1969,18
47,16,24,3,118,45,1479,4055,2328,7
18,2,29,34,181,40,962,3177,1010,10
9,7,17,31,189,15,670,3609,2037,18
51,3,50,24,100,40,1459,3045,2213,17
58,13,36,26,110,28,1206,5275,2124,18
47,14,42,24,180,59,1087,3549,2037,8
10,3,57,38,197,32,575,4408,1392,17
40,6,57,18,185,53,536,3539,1838,4
43,8,61,13,144,19,686,4083,1984,1
41,1,34,37,172,36,641,3174,1305,16
52,5,93,7,130,13,1055,5542,1919,5
46,10,63,17,139,52,1402,5942,1162,16
39,11,19,31,160,49,875,3206,2017,11
58,9,78,29,143,15,1228,3929,1507,19
16,7,67,9,150,45,1238,5574,1059,18
27,22,14,8,140,12,1344,4056,2053,3
29,24,91,42,186,25,1074,5093,1361,18
53,1,60,34,159,19,522,3726,1900,11
21,2,28,43,109,50,606,3821,2346,6
9,13,16,30,100,28,575,5083,1350,7
40,18,80,43,109,54,1342,4461,2037,6
30,15,28,45,128,48,1254,4852,1144,2
13,1,68,11,129,57,943,3110,1319,18
29,6,63,14,104,43,512,5434,2380,16
33,2,51,33,111,33,1470,5769,1643,8
34,5,62,42,163,18,1265,3746,1746,19
49,15,83,43,137,32,840,4479,2255,19
9,7,87,22,150,20,1107,4971,1071,3
5,11,70,40,151,51,519,5634,1893,12
