Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
theft,15,-93.325493,44.917919,LINDEN HILLS
burglary,19,-93.283821,45.001869,HAWTHORNE
theft,14,-93.288696,44.90395,KENNY
theft,12,-93.288521,45.040451,LIND - BOHANON
murder,23,-93.24651215,44.95442839,EAST PHILLIPS
burglary,6,-93.262032,44.943359,POWDERHORN PARK
burglary,10,-93.305389,44.98772,NEAR - NORTH
theft,19,-93.281342,45.00341,HAWTHORNE
burglary,18,-93.237183,45.00779,WINDOM PARK
assault,4,-93.268494,44.93288,BRYANT
murder,14,-93.2936515,45.02347902,HAWTHORNE
murder,19,-93.26166195,44.9500445,PHILLIPS WEST
theft,15,-93.236366,44.949348,LONGFELLOW
burglary,5,-93.326843,44.932789,LINDEN HILLS
murder,22,-93.29791866,45.0170802,FOLWELL
theft,11,-93.282318,44.913422,TANGLETOWN
theft,0,-93.222557,44.950588,LONGFELLOW
theft,19,-93.312462,44.970852,BRYN - MAWR
theft,16,-93.24102,44.948502,EAST PHILLIPS
theft,22,-93.278282,44.968529,LORING PARK
assault,12,-93.24102,44.948502,EAST PHILLIPS
theft,0,-93.273827,44.985271,NORTH LOOP
theft,0,-93.2771,44.97678,DOWNTOWN WEST
theft,13,-93.264908,44.979019,DOWNTOWN WEST
theft,1,-93.267288,44.951221,PHILLIPS WEST
murder,21,-93.29708311,45.0181727,HAWTHORNE
theft,16,-93.311348,45.006519,JORDAN
theft,0,-93.233131,44.94606,LONGFELLOW
burglary,1,-93.276611,44.987438,NORTH LOOP
burglary,13,-93.309128,45.006821,JORDAN
theft,13,-93.265808,44.960621,PHILLIPS WEST
theft,21,-93.247147,45.015442,AUDUBON PARK
theft,8,-93.220261,44.922829,HIAWATHA
burglary,8,-93.287613,44.95755,WHITTIER
murder,0,-93.23647711,44.95134246,LONGFELLOW
theft,1,-93.315178,45.028999,VICTORY
burglary,19,-93.257248,44.9702,ELLIOT PARK
theft,20,-93.262993,44.954109,PHILLIPS WEST
theft,16,-93.283012,45.047588,LIND - BOHANON
assault,23,-93.30954,44.987888,WILLARD - HAY
theft,1,-93.271751,44.979408,DOWNTOWN WEST
theft,8,-93.248421,44.96875,CEDAR RIVERSIDE
murder,1,-93.27583812,44.95545333,STEVENS SQUARE - LORING HEIGHTS
theft,3,-93.213562,44.909328,MINNEHAHA
theft,18,-93.270172,44.98455,NORTH LOOP
burglary,13,-93.224533,44.898529,WENONAH
theft,1,-93.258369,44.95694,MIDTOWN PHILLIPS
murder,14,-93.29559307,45.02717215,HAWTHORNE
murder,22,-93.25101749,44.96275049,DOWNTOWN EAST
theft,12,-93.275963,44.98201,NORTH LOOP
burglary,21,-93.28804,45.020309,MCKINLEY
murder,0,-93.24719384,44.95634707,EAST PHILLIPS
theft,21,-93.302567,44.996979,WILLARD - HAY
burglary,9,-93.23925,44.983021,MARCY HOLMES
theft,11,-93.295021,44.959499,EAST ISLES
murder,3,-93.25302898,44.93989625,LONGFELLOW
theft,19,-93.293808,44.94957,LOWRY HILL EAST
theft,0,-93.222557,44.950588,LONGFELLOW
burglary,0,-93.29213,45.001808,HAWTHORNE
burglary,21,-93.243156,44.931519,STANDISH
theft,21,-93.315331,44.924858,LINDEN HILLS
burglary,9,-93.288544,44.946041,CARAG
theft,20,-93.2892,44.998249,NEAR - NORTH
theft,4,-93.295647,45.041519,LIND - BOHANON
theft,7,-93.250282,44.955021,EAST PHILLIPS
theft,15,-93.259483,44.949329,MIDTOWN PHILLIPS
theft,10,-93.247177,45.006828,WINDOM PARK
theft,2,-93.272018,44.981289,DOWNTOWN WEST
murder,2,-93.2757718,44.95553871,WHITTIER
burglary,3,-93.295403,45.020271,FOLWELL
theft,18,-93.273087,44.977379,DOWNTOWN WEST
murder,0,-93.23837737,44.96243706,SEWARD
theft,18,-93.225471,44.97374,PROSPECT PARK - EAST RIVER ROAD
theft,1,-93.291481,45.024319,WEBBER - CAMDEN
theft,5,-93.290833,44.982761,SUMNER - GLENWOOD
theft,8,-93.282318,44.913422,TANGLETOWN
burglary,2,-93.261871,45.00103,SHERIDAN
theft,19,-93.298447,44.950932,EAST ISLES
burglary,16,-93.233841,44.909199,KEEWAYDIN
theft,8,-93.289146,44.97633,LOWRY HILL
theft,23,-93.252808,44.915958,NORTHROP
assault,23,-93.275528,44.977989,DOWNTOWN WEST
theft,0,-93.313881,45.008049,WILLARD - HAY
theft,5,-93.258911,44.968441,ELLIOT PARK
disarmament,21,-93.26929116,44.95914407,MIDTOWN PHILLIPS
murder,2,-93.25869324,44.95421767,VENTURA VILLAGE
burglary,23,-93.235939,44.981701,MARCY HOLMES
theft,14,-93.293671,44.981628,SUMNER - GLENWOOD
burglary,20,-93.261589,44.934631,POWDERHORN PARK
theft,6,-93.319191,44.907829,FULTON
theft,1,-93.264832,45.010342,BOTTINEAU
theft,9,-93.293953,45.00882,HAWTHORNE
theft,21,-93.254967,44.98848,NICOLLET ISLAND - EAST BANK
burglary,11,-93.265961,44.926552,REGINA
theft,15,-93.236359,44.949348,LONGFELLOW
theft,23,-93.212349,44.94384,COOPER
murder,21,-93.29625719,45.01542356,FOLWELL
murder,2,-93.28115353,45.002363,HAWTHORNE
assault,2,-93.296478,45.0093,JORDAN
murder,1,-93.27879012,44.95763006,DOWNTOWN WEST
theft,0,-93.282272,44.899521,WINDOM
theft,14,-93.288788,44.907269,LYNNHURST
theft,1,-93.315178,45.028999,VICTORY
burglary,12,-93.236038,45.01767,AUDUBON PARK
burglary,3,-93.250793,44.935471,POWDERHORN PARK
theft,8,-93.243622,44.945671,CORCORAN
theft,6,-93.27314,44.94096,CENTRAL
theft,13,-93.277618,45.000832,HAWTHORNE
murder,0,-93.23225883,44.94554497,LONGFELLOW
burglary,19,-93.2724,44.94154,CENTRAL
burglary,18,-93.235023,44.981628,MARCY HOLMES
theft,20,-93.246147,44.98737,MARCY HOLMES
theft,19,-93.249817,44.983501,MARCY HOLMES
theft,18,-93.262093,44.94849,MIDTOWN PHILLIPS
theft,21,-93.308319,44.980721,HARRISON
theft,0,-93.246101,44.995819,BELTRAMI
murder,0,-93.30271419,44.98260917,HARRISON
theft,23,-93.300278,45.047531,SHINGLE CREEK
theft,8,-93.31723,44.91729,FULTON
theft,1,-93.296898,44.948502,CARAG
theft,16,-93.25589,44.969959,ELLIOT PARK
burglary,18,-93.218529,44.97245,PROSPECT PARK - EAST RIVER ROAD
theft,13,-93.273872,44.975609,DOWNTOWN WEST
theft,17,-93.271011,44.975498,DOWNTOWN WEST
theft,12,-93.213081,44.916752,HIAWATHA
theft,3,-93.270172,44.98455,NORTH LOOP
murder,19,-93.30069726,45.01434866,FOLWELL
theft,22,-93.254822,45.003502,LOGAN PARK
burglary,9,-93.25708,44.924171,NORTHROP
murder,2,-93.30613762,45.00379955,JORDAN
theft,9,-93.261627,44.976318,DOWNTOWN WEST
theft,13,-93.266701,44.983791,NORTH LOOP
assault,2,-93.286659,45.043701,LIND - BOHANON
assault,11,-93.271721,44.935051,CENTRAL
murder,13,-93.29932508,45.01959824,WEBBER - CAMDEN
assault,23,-93.241119,44.945969,CORCORAN
theft,1,-93.271133,44.959419,WHITTIER
theft,22,-93.322998,44.90694,FULTON
murder,23,-93.29899308,45.01665536,JORDAN
murder,18,-93.29161829,45.00544148,JORDAN
theft,15,-93.272926,44.976681,DOWNTOWN WEST
burglary,22,-93.298111,45.011238,JORDAN
theft,1,-93.308823,45.03714,VICTORY
burglary,13,-93.245369,45.013371,AUDUBON PARK
theft,16,-93.248421,44.96875,CEDAR RIVERSIDE
murder,22,-93.24676194,44.96144019,EAST PHILLIPS
theft,21,-93.316872,44.94804,WEST CALHOUN
theft,18,-93.286812,44.948372,WHITTIER
theft,10,-93.242958,44.913792,KEEWAYDIN
theft,18,-93.256302,44.98785,NICOLLET ISLAND - EAST BANK
theft,17,-93.236366,44.949348,LONGFELLOW
theft,2,-93.218407,44.920261,HIAWATHA
burglary,18,-93.230698,44.96294,SEWARD
murder,23,-93.29471484,44.94143293,KING FIELD
assault,22,-93.273064,44.975922,DOWNTOWN WEST
theft,10,-93.259247,44.965,VENTURA VILLAGE
theft,0,-93.269798,44.936619,CENTRAL
burglary,21,-93.268173,44.947449,CENTRAL
murder,21,-93.28255872,44.9297064,CARAG
burglary,21,-93.291153,45.04945,LIND - BOHANON
theft,22,-93.285133,44.962078,WHITTIER
theft,7,-93.215187,44.987968,COMO
burglary,6,-93.263657,45.032188,COLUMBIA PARK
murder,23,-93.24651215,44.95442839,EAST PHILLIPS
theft,14,-93.289642,45.013531,MCKINLEY
burglary,12,-93.291267,44.95076,LOWRY HILL EAST
murder,21,-93.30504168,44.94729379,WEST CALHOUN
burglary,3,-93.271729,44.9884,NORTH LOOP
murder,22,-93.30150381,45.00663967,FOLWELL
murder,3,-93.25913487,44.9448924,POWDERHORN PARK
burglary,2,-93.268448,44.967571,ELLIOT PARK
theft,3,-93.27179,44.974442,DOWNTOWN WEST
burglary,22,-93.2743,44.98983,NORTH LOOP
theft,0,-93.274788,44.977982,DOWNTOWN WEST
theft,13,-93.277733,44.947109,LYNDALE
theft,17,-93.28009,44.96067,WHITTIER
burglary,1,-93.283371,44.961819,WHITTIER
burglary,0,-93.254868,45.001041,LOGAN PARK
burglary,17,-93.236023,44.948372,LONGFELLOW
murder,2,-93.27031825,44.96457996,STEVENS SQUARE - LORING HEIGHTS
theft,1,-93.222801,44.91605,KEEWAYDIN
theft,18,-93.318459,44.947369,WEST CALHOUN
murder,22,-93.24327343,44.95154684,EAST PHILLIPS
theft,18,-93.261658,44.948071,POWDERHORN PARK
theft,12,-93.312119,44.986111,WILLARD - HAY
theft,9,-93.249603,45.032501,COLUMBIA PARK
theft,1,-93.272614,44.979961,DOWNTOWN WEST
theft,0,-93.26902,44.982128,DOWNTOWN WEST
burglary,17,-93.207268,44.94009,HOWE
theft,16,-93.303574,44.9907,NEAR - NORTH
theft,11,-93.206993,44.948479,COOPER
burglary,3,-93.277809,44.965221,STEVENS SQUARE - LORING HEIGHTS
theft,18,-93.247383,44.998821,LOGAN PARK
burglary,16,-93.292183,44.963089,LOWRY HILL
assault,22,-93.283401,44.949539,WHITTIER
burglary,2,-93.24057,44.983849,MARCY HOLMES
theft,17,-93.251991,45.012039,HOLLAND
theft,19,-93.292503,44.918991,LYNNHURST
theft,8,-93.232407,44.945091,LONGFELLOW
burglary,19,-93.298668,44.94907,EAST ISLES
burglary,15,-93.27121,44.947689,CENTRAL
theft,19,-93.293518,44.960541,EAST ISLES
theft,15,-93.236366,44.949348,LONGFELLOW
theft,0,-93.293953,45.015598,FOLWELL
theft,20,-93.292686,45.01619,MCKINLEY
burglary,2,-93.247673,44.984112,MARCY HOLMES
theft,22,-93.322342,44.925282,LINDEN HILLS
murder,4,-93.29138272,45.00992905,HAWTHORNE
theft,18,-93.270172,44.98455,NORTH LOOP
theft,14,-93.25618,44.962078,VENTURA VILLAGE
theft,17,-93.292824,44.948071,CARAG
theft,21,-93.275787,44.905041,TANGLETOWN
murder,20,-93.29608068,45.0118945,FOLWELL
theft,17,-93.247673,44.984112,MARCY HOLMES
murder,0,-93.24925007,44.95625461,POWDERHORN PARK
burglary,21,-93.275757,44.918701,TANGLETOWN
assault,11,-93.271721,44.935051,CENTRAL
theft,12,-93.264191,44.940392,CENTRAL
theft,2,-93.288437,44.96059,LOWRY HILL EAST
assault,2,-93.265099,44.939571,CENTRAL
theft,12,-93.305031,45.03796,WEBBER - CAMDEN
burglary,17,-93.241402,44.961651,SEWARD
theft,16,-93.238609,45.01416,AUDUBON PARK
assault,13,-93.294411,44.955681,LOWRY HILL EAST
theft,11,-93.223541,44.93433,HOWE
burglary,21,-93.281822,45.002579,HAWTHORNE
theft,9,-93.266617,45.03017,COLUMBIA PARK
murder,16,-93.2330564,44.94376784,HOWE
murder,0,-93.30402649,45.01525512,WILLARD - HAY
theft,23,-93.275887,44.97718,DOWNTOWN WEST
assault,1,-93.295219,45.009171,JORDAN
theft,22,-93.247704,44.922379,NORTHROP
theft,10,-93.247559,44.97076,CEDAR RIVERSIDE
theft,23,-93.28936,44.95195,LOWRY HILL EAST
theft,0,-93.2789,44.967121,LORING PARK
theft,18,-93.223068,44.912861,KEEWAYDIN
murder,0,-93.28339467,44.97193191,WILLARD - HAY
theft,0,-93.274384,44.981289,DOWNTOWN WEST
theft,18,-93.228012,45.033989,WAITE PARK
assault,22,-93.296478,45.006329,JORDAN
assault,17,-93.279678,44.950741,WHITTIER
murder,16,-93.29677279,45.00715549,JORDAN
theft,22,-93.264328,44.941959,CENTRAL
theft,10,-93.291428,45.01606,MCKINLEY
theft,14,-93.266838,44.978142,DOWNTOWN WEST
theft,7,-93.2584,44.9188,NORTHROP
murder,3,-93.24793652,44.92898378,POWDERHORN PARK
assault,20,-93.282822,44.948502,WHITTIER
theft,16,-93.266403,44.957321,PHILLIPS WEST
theft,5,-93.30629,44.98101,HARRISON
murder,20,-93.29571962,44.99899757,NEAR - NORTH
murder,14,-93.28026572,44.96764546,WHITTIER
murder,22,-93.24837074,44.95377554,EAST PHILLIPS
murder,0,-93.27951798,44.97077425,LORING PARK
theft,17,-93.272926,44.976681,DOWNTOWN WEST
disarmament,14,-93.26554953,44.97814892,DOWNTOWN WEST
assault,2,-93.269829,44.970089,DOWNTOWN WEST
burglary,21,-93.256561,44.937592,POWDERHORN PARK
theft,14,-93.304131,44.9482,ECCO
assault,12,-93.308258,45.020458,CLEVELAND
theft,15,-93.275017,44.974751,DOWNTOWN WEST
murder,22,-93.25557693,44.97278817,DOWNTOWN EAST
assault,1,-93.275528,44.977989,DOWNTOWN WEST
theft,9,-93.273857,44.974979,DOWNTOWN WEST
murder,21,-93.29847042,45.01779231,FOLWELL
burglary,23,-93.227997,44.94302,LONGFELLOW
murder,17,-93.28602621,45.00734485,NEAR - NORTH
burglary,2,-93.277802,44.972641,LORING PARK
burglary,17,-93.30191,45.01862,FOLWELL
murder,22,-93.24012519,44.93778185,WENONAH
burglary,16,-93.232681,44.951519,LONGFELLOW
assault,17,-93.269814,44.979801,DOWNTOWN WEST
burglary,0,-93.232384,44.898071,WENONAH
murder,5,-93.26271904,44.95819529,VENTURA VILLAGE
theft,0,-93.257988,44.968578,ELLIOT PARK
theft,21,-93.242218,44.981869,MARCY HOLMES
theft,21,-93.266129,44.909931,PAGE
theft,8,-93.275017,44.974751,DOWNTOWN WEST
theft,18,-93.277924,44.941349,LYNDALE
murder,22,-93.26289687,44.96376208,VENTURA VILLAGE
theft,10,-93.293694,44.994831,NEAR - NORTH
theft,0,-93.229721,45.011139,WINDOM PARK
murder,22,-93.25570468,44.95970072,EAST PHILLIPS
theft,9,-93.290138,44.934929,EAST HARRIET
disarmament,15,-93.26634154,44.93893928,FIELD
assault,21,-93.290123,45.036709,LIND - BOHANON
theft,3,-93.273117,44.977619,DOWNTOWN WEST
theft,23,-93.281761,44.962029,WHITTIER
theft,0,-93.250343,44.946709,POWDERHORN PARK
murder,16,-93.28751117,45.00943606,HAWTHORNE
theft,13,-93.27224,44.976898,DOWNTOWN WEST
theft,11,-93.26619,44.973679,DOWNTOWN WEST
theft,10,-93.273087,44.977379,DOWNTOWN WEST
murder,0,-93.24551318,44.95559652,LONGFELLOW
burglary,19,-93.264618,44.936798,CENTRAL
burglary,20,-93.214417,44.921711,HIAWATHA
burglary,21,-93.271477,44.976231,DOWNTOWN WEST
theft,1,-93.214111,45.000118,MID - CITY INDUSTRIAL
theft,20,-93.277878,44.982021,NORTH LOOP
disarmament,22,-93.26605124,44.92562591,STEVENS SQUARE - LORING HEIGHTS
theft,8,-93.301422,45.002701,JORDAN
theft,17,-93.28083,44.968788,LORING PARK
theft,15,-93.236366,44.949348,LONGFELLOW
theft,5,-93.308647,44.981941,HARRISON
theft,0,-93.26709,44.96867,ELLIOT PARK
theft,18,-93.278442,44.938469,LYNDALE
theft,8,-93.2892,44.998249,NEAR - NORTH
murder,18,-93.28673509,45.00374192,NEAR - NORTH
murder,1,-93.30279562,44.98931864,WILLARD - HAY
theft,14,-93.323517,44.933899,LINDEN HILLS
assault,22,-93.262947,44.96796,ELLIOT PARK
burglary,20,-93.293053,45.009541,HAWTHORNE
burglary,10,-93.298828,44.90136,KENNY
theft,16,-93.288437,44.96059,LOWRY HILL EAST
murder,22,-93.29861004,45.01447163,JORDAN
burglary,20,-93.252312,44.96273,VENTURA VILLAGE
theft,9,-93.248367,44.96936,CEDAR RIVERSIDE
theft,11,-93.247223,45.018501,COLUMBIA PARK
murder,3,-93.26995437,44.9770692,VENTURA VILLAGE
theft,10,-93.279404,44.98661,NORTH LOOP
murder,5,-93.26292955,44.9749989,NORTH LOOP
theft,0,-93.237259,45.027531,WAITE PARK
theft,13,-93.228127,45.004391,NORTHEAST PARK
theft,7,-93.301041,44.988731,NEAR - NORTH
theft,22,-93.287621,44.892941,WINDOM
burglary,0,-93.270111,45.010071,BOTTINEAU
murder,12,-93.30060681,45.01000988,JORDAN
theft,14,-93.294937,45.012821,JORDAN
murder,9,-93.29277183,45.03658439,LIND - BOHANON
theft,17,-93.272758,44.959202,WHITTIER
theft,12,-93.300819,44.896751,KENNY
theft,11,-93.307899,45.018391,FOLWELL
theft,13,-93.261139,44.948502,MIDTOWN PHILLIPS
burglary,16,-93.272301,44.946499,CENTRAL
theft,17,-93.279457,44.9753,DOWNTOWN WEST
theft,21,-93.290283,44.94865,LOWRY HILL EAST
burglary,3,-93.262627,44.944721,POWDERHORN PARK
theft,23,-93.314461,44.98484,WILLARD - HAY
murder,21,-93.23974384,44.95346429,EAST PHILLIPS
assault,21,-93.27179,44.974442,DOWNTOWN WEST
theft,15,-93.272926,44.976681,DOWNTOWN WEST
murder,4,-93.25547141,44.95368426,SEWARD
theft,23,-93.22068,44.948078,LONGFELLOW
theft,0,-93.2966,44.955101,LOWRY HILL EAST
burglary,22,-93.227859,44.96022,SEWARD
assault,23,-93.266129,44.949322,PHILLIPS WEST
murder,21,-93.24069365,44.95408317,LONGFELLOW
murder,21,-93.29769995,45.02041347,FOLWELL
burglary,21,-93.290733,44.987709,SUMNER - GLENWOOD
burglary,6,-93.214394,44.931011,HOWE
theft,20,-93.241348,44.928581,STANDISH
murder,18,-93.30593448,45.0035261,NEAR - NORTH
burglary,8,-93.257118,44.956139,MIDTOWN PHILLIPS
theft,22,-93.233208,44.984779,MARCY HOLMES
assault,15,-93.298012,44.91235,LYNNHURST
murder,22,-93.25876121,44.96447034,CEDAR RIVERSIDE
theft,23,-93.274849,44.978802,DOWNTOWN WEST
theft,0,-93.222427,44.96727,PROSPECT PARK - EAST RIVER ROAD
theft,14,-93.278328,44.930031,KING FIELD
murder,4,-93.25417178,44.95383957,SEWARD
murder,21,-93.2937662,44.99833288,JORDAN
theft,22,-93.255127,44.96299,VENTURA VILLAGE
assault,16,-93.309486,45.007832,JORDAN
theft,14,-93.277763,44.949291,WHITTIER
burglary,1,-93.254143,44.947571,POWDERHORN PARK
murder,16,-93.27075931,44.95201715,PHILLIPS WEST
theft,16,-93.280098,44.959621,WHITTIER
theft,15,-93.290932,44.960579,LOWRY HILL EAST
burglary,20,-93.247177,45.006828,WINDOM PARK
murder,0,-93.23369588,44.94960299,POWDERHORN PARK
theft,9,-93.313713,44.993721,WILLARD - HAY
theft,17,-93.26255,44.96888,ELLIOT PARK
theft,9,-93.302528,44.999168,WILLARD - HAY
assault,10,-93.299583,44.982609,HARRISON
murder,20,-93.29988052,45.00303309,FOLWELL
burglary,21,-93.262939,44.924179,REGINA
theft,17,-93.291344,44.969559,LOWRY HILL
assault,1,-93.307877,45.014229,FOLWELL
murder,22,-93.25803988,44.95975709,EAST PHILLIPS
theft,18,-93.2789,44.967121,LORING PARK
burglary,1,-93.260887,44.929852,BANCROFT
burglary,1,-93.26767,44.959148,PHILLIPS WEST
assault,21,-93.281342,45.00341,HAWTHORNE
theft,19,-93.277763,44.949291,WHITTIER
burglary,1,-93.255409,44.947781,POWDERHORN PARK
theft,18,-93.27697,44.97644,DOWNTOWN WEST
theft,0,-93.239342,44.935131,STANDISH
theft,2,-93.289574,44.948502,CARAG
assault,22,-93.273232,44.94799,CENTRAL
theft,23,-93.22921,44.924171,ERICSSON
murder,19,-93.30175981,45.00982255,JORDAN
murder,20,-93.26725413,44.98190135,NORTH LOOP
theft,0,-93.273369,44.98629,NORTH LOOP
theft,9,-93.25618,44.962078,VENTURA VILLAGE
theft,21,-93.280708,44.941601,LYNDALE
assault,23,-93.258362,44.935242,POWDERHORN PARK
theft,1,-93.283562,44.89291,WINDOM
theft,19,-93.252678,45.035419,COLUMBIA PARK
theft,12,-93.272926,44.976681,DOWNTOWN WEST
murder,19,-93.2617701,44.94999308,EAST PHILLIPS
theft,15,-93.256111,44.98848,NICOLLET ISLAND - EAST BANK
theft,8,-93.27282,44.975529,DOWNTOWN WEST
theft,0,-93.315536,44.991982,WILLARD - HAY
theft,15,-93.277519,44.951641,WHITTIER
burglary,10,-93.212898,44.903858,MORRIS PARK
burglary,0,-93.235123,44.993851,MID - CITY INDUSTRIAL
murder,2,-93.27302855,44.98102985,LORING PARK
theft,18,-93.276962,44.977081,DOWNTOWN WEST
burglary,6,-93.294037,45.014778,FOLWELL
murder,22,-93.23483207,44.93732207,EAST PHILLIPS
theft,13,-93.276093,44.97958,DOWNTOWN WEST
theft,2,-93.304848,44.987259,NEAR - NORTH
murder,22,-93.25537416,44.95984692,VENTURA VILLAGE
theft,12,-93.218529,44.97245,PROSPECT PARK - EAST RIVER ROAD
theft,1,-93.30835,44.973728,BRYN - MAWR
murder,16,-93.2290176,44.93716078,ERICSSON
theft,5,-93.234581,44.99884,MID - CITY INDUSTRIAL
assault,9,-93.262398,44.972099,ELLIOT PARK
theft,10,-93.235672,44.951511,LONGFELLOW
theft,20,-93.236359,44.949348,LONGFELLOW
theft,0,-93.281776,44.955952,WHITTIER
murder,0,-93.30270934,44.982209,HARRISON
murder,21,-93.23466446,44.94966942,ERICSSON
theft,11,-93.267601,44.976871,DOWNTOWN WEST
theft,23,-93.23838,44.984119,MARCY HOLMES
murder,19,-93.30308623,45.01599407,FOLWELL
theft,10,-93.239342,44.935131,STANDISH
burglary,0,-93.206741,44.940102,HOWE
theft,16,-93.230797,44.94891,LONGFELLOW
burglary,21,-93.260849,44.978321,DOWNTOWN WEST
theft,17,-93.240913,44.948502,CORCORAN
theft,16,-93.326897,44.960899,BRYN - MAWR
burglary,15,-93.259613,44.92783,BANCROFT
murder,22,-93.24090666,44.93963127,WENONAH
theft,2,-93.288437,44.96059,LOWRY HILL EAST
theft,15,-93.292992,44.998402,NEAR - NORTH
murder,0,-93.24455258,44.95941393,POWDERHORN PARK
murder,19,-93.30162576,45.00593863,NEAR - NORTH
burglary,23,-93.301033,44.990101,NEAR - NORTH
theft,16,-93.283981,44.93895,LYNDALE
assault,9,-93.288422,45.023788,MCKINLEY
murder,1,-93.25922019,44.95662661,VENTURA VILLAGE
burglary,11,-93.278732,44.973652,DOWNTOWN WEST
theft,17,-93.251877,44.990799,NICOLLET ISLAND - EAST BANK
theft,12,-93.285942,44.945889,LYNDALE
theft,14,-93.287979,44.948231,CARAG
theft,16,-93.272926,44.976681,DOWNTOWN WEST
murder,1,-93.26996945,44.97584665,VENTURA VILLAGE
theft,13,-93.227211,44.97039,PROSPECT PARK - EAST RIVER ROAD
theft,21,-93.326874,44.929001,LINDEN HILLS
theft,9,-93.277946,44.91964,TANGLETOWN
theft,15,-93.264618,44.974972,ELLIOT PARK
murder,23,-93.29842329,45.01874861,FOLWELL
theft,6,-93.272102,44.96225,WHITTIER
murder,21,-93.29638254,45.01585752,FOLWELL
theft,16,-93.225868,44.97086,PROSPECT PARK - EAST RIVER ROAD
theft,17,-93.250961,44.901619,DIAMOND LAKE
murder,22,-93.25557316,44.9595712,VENTURA VILLAGE
theft,8,-93.220261,44.922829,HIAWATHA
theft,18,-93.238228,45.01738,AUDUBON PARK
theft,19,-93.314529,45.03297,VICTORY
theft,19,-93.298653,44.948078,ECCO
theft,12,-93.325279,44.960838,BRYN - MAWR
theft,16,-93.230377,44.985352,COMO
theft,18,-93.286453,45.00771,HAWTHORNE
theft,8,-93.297501,44.997761,NEAR - NORTH
assault,16,-93.299797,44.996719,NEAR - NORTH
murder,3,-93.25531255,44.93876265,VENTURA VILLAGE
theft,23,-93.296066,44.993221,NEAR - NORTH
theft,23,-93.271263,44.9874,NORTH LOOP
murder,22,-93.25486013,44.95899743,VENTURA VILLAGE
theft,0,-93.256653,44.946812,POWDERHORN PARK
burglary,21,-93.219414,44.909161,MINNEHAHA
burglary,16,-93.293869,45.02235,FOLWELL
theft,13,-93.277908,44.93412,KING FIELD
theft,19,-93.289589,44.946609,CARAG
theft,6,-93.221458,44.973309,PROSPECT PARK - EAST RIVER ROAD
theft,9,-93.243103,44.96151,SEWARD
murder,23,-93.2972966,45.01536674,FOLWELL
theft,23,-93.286919,45.017818,MCKINLEY
murder,0,-93.24907885,44.95674917,EAST PHILLIPS
theft,18,-93.271248,44.983109,DOWNTOWN WEST
murder,19,-93.30279466,44.99899844,JORDAN
assault,19,-93.282181,44.949799,WHITTIER
burglary,22,-93.222382,44.97398,PROSPECT PARK - EAST RIVER ROAD
assault,20,-93.255371,44.96841,ELLIOT PARK
theft,21,-93.313583,44.998531,WILLARD - HAY
