country,year,sex,age,population,suicides_no
Anguilla,2015,male,35-54 years,,0
Anguilla,2015,male,5-14 years,,0
Anguilla,2015,male,55-74 years,,0
Anguilla,2015,male,75+ years,,0
Anguilla,2016,female,15-24 years,,0
Anguilla,2016,female,25-34 years,,0
Anguilla,2016,female,35-54 years,,0
Anguilla,2016,female,5-14 years,,0
Anguilla,2016,female,55-74 years,,0
Anguilla,2016,female,75+ years,,0
Anguilla,2016,male,15-24 years,,0
Anguilla,2016,male,25-34 years,,0
Anguilla,2016,male,35-54 years,,0
Anguilla,2016,male,5-14 years,,0
Anguilla,2016,male,55-74 years,,0
Anguilla,2016,male,75+ years,,0
Antigua and Barbuda,1983,female,15-24 years,7882,0
Antigua and Barbuda,1983,female,25-34 years,6341,0
Antigua and Barbuda,1983,female,35-54 years,6284,0
Antigua and Barbuda,1983,female,5-14 years,8119,0
Antigua and Barbuda,1983,female,55-74 years,3729,0
Antigua and Barbuda,1983,female,75+ years,904,0
Antigua and Barbuda,1983,male,15-24 years,7932,0
Antigua and Barbuda,1983,male,25-34 years,6317,0
Antigua and Barbuda,1983,male,35-54 years,5929,0
Antigua and Barbuda,1983,male,5-14 years,8165,0
Antigua and Barbuda,1983,male,55-74 years,2700,0
Antigua and Barbuda,1983,male,75+ years,389,0
Antigua and Barbuda,1985,female,15-24 years,7709,0
Antigua and Barbuda,1985,female,25-34 years,6344,0
Antigua and Barbuda,1985,female,35-54 years,6173,0
Antigua and Barbuda,1985,female,5-14 years,7339,0
Antigua and Barbuda,1985,female,55-74 years,3778,0
Antigua and Barbuda,1985,female,75+ years,949,0
Antigua and Barbuda,1985,male,15-24 years,7667,0
Antigua and Barbuda,1985,male,25-34 years,6194,0
Antigua and Barbuda,1985,male,35-54 years,5970,0
Antigua and Barbuda,1985,male,5-14 years,7304,0
Antigua and Barbuda,1985,male,55-74 years,2723,0
Antigua and Barbuda,1985,male,75+ years,424,0
Antigua and Barbuda,1986,female,15-24 years,7668,0
Antigua and Barbuda,1986,female,25-34 years,6209,0
Antigua and Barbuda,1986,female,35-54 years,6101,0
Antigua and Barbuda,1986,female,5-14 years,6907,0
Antigua and Barbuda,1986,female,55-74 years,3764,0
Antigua and Barbuda,1986,female,75+ years,1014,0
Antigua and Barbuda,1986,male,15-24 years,7563,0
Antigua and Barbuda,1986,male,25-34 years,6023,0
Antigua and Barbuda,1986,male,35-54 years,5947,0
Antigua and Barbuda,1986,male,5-14 years,6827,0
Antigua and Barbuda,1986,male,55-74 years,2771,0
Antigua and Barbuda,1986,male,75+ years,476,0
Antigua and Barbuda,1987,female,15-24 years,7583,0
Antigua and Barbuda,1987,female,25-34 years,6101,0
Antigua and Barbuda,1987,female,35-54 years,6059,0
Antigua and Barbuda,1987,female,5-14 years,6623,0
Antigua and Barbuda,1987,female,55-74 years,3738,0
Antigua and Barbuda,1987,female,75+ years,1081,0
Antigua and Barbuda,1987,male,15-24 years,7421,0
Antigua and Barbuda,1987,male,25-34 years,5893,0
Antigua and Barbuda,1987,male,35-54 years,5927,0
Antigua and Barbuda,1987,male,5-14 years,6499,0
Antigua and Barbuda,1987,male,55-74 years,2798,0
Antigua and Barbuda,1987,male,75+ years,538,0
Antigua and Barbuda,1988,female,15-24 years,7413,0
Antigua and Barbuda,1988,female,25-34 years,6041,0
Antigua and Barbuda,1988,female,35-54 years,6021,0
Antigua and Barbuda,1988,female,5-14 years,6527,0
Antigua and Barbuda,1988,female,55-74 years,3708,0
Antigua and Barbuda,1988,female,75+ years,1141,0
Antigua and Barbuda,1988,male,15-24 years,7209,0
Antigua and Barbuda,1988,male,25-34 years,5826,0
Antigua and Barbuda,1988,male,35-54 years,5907,0
Antigua and Barbuda,1988,male,5-14 years,6355,0
Antigua and Barbuda,1988,male,55-74 years,2813,0
Antigua and Barbuda,1988,male,75+ years,603,0
Antigua and Barbuda,1989,female,15-24 years,7152,0
Antigua and Barbuda,1989,female,25-34 years,6059,0
Antigua and Barbuda,1989,female,35-54 years,5969,0
Antigua and Barbuda,1989,female,5-14 years,6621,0
Antigua and Barbuda,1989,female,55-74 years,3696,0
Antigua and Barbuda,1989,female,75+ years,1195,0
Antigua and Barbuda,1989,male,15-24 years,6927,0
Antigua and Barbuda,1989,male,25-34 years,5835,0
Antigua and Barbuda,1989,male,35-54 years,5862,0
Antigua and Barbuda,1989,male,5-14 years,6403,0
Antigua and Barbuda,1989,male,55-74 years,2843,0
Antigua and Barbuda,1989,male,75+ years,676,0
Antigua and Barbuda,1990,female,15-24 years,6827,0
Antigua and Barbuda,1990,female,25-34 years,6172,0
Antigua and Barbuda,1990,female,35-54 years,5895,0
Antigua and Barbuda,1990,female,5-14 years,6877,0
Antigua and Barbuda,1990,female,55-74 years,3706,0
Antigua and Barbuda,1990,female,75+ years,1252,0
Antigua and Barbuda,1990,male,15-24 years,6598,0
Antigua and Barbuda,1990,male,25-34 years,5937,0
Antigua and Barbuda,1990,male,35-54 years,5799,1
Antigua and Barbuda,1990,male,5-14 years,6611,0
Antigua and Barbuda,1990,male,55-74 years,2902,0
Antigua and Barbuda,1990,male,75+ years,758,0
Antigua and Barbuda,1991,female,15-24 years,6595,0
Antigua and Barbuda,1991,female,25-34 years,6396,0
Antigua and Barbuda,1991,female,35-54 years,6198,0
Antigua and Barbuda,1991,female,5-14 years,7089,0
Antigua and Barbuda,1991,female,55-74 years,3665,0
Antigua and Barbuda,1991,female,75+ years,1293,0
Antigua and Barbuda,1991,male,15-24 years,6401,0
Antigua and Barbuda,1991,male,25-34 years,6156,0
Antigua and Barbuda,1991,male,35-54 years,6122,0
Antigua and Barbuda,1991,male,5-14 years,6818,0
Antigua and Barbuda,1991,male,55-74 years,2857,0
Antigua and Barbuda,1991,male,75+ years,804,0
Antigua and Barbuda,1992,female,15-24 years,6369,0
Antigua and Barbuda,1992,female,25-34 years,6650,0
Antigua and Barbuda,1992,female,35-54 years,6534,0
Antigua and Barbuda,1992,female,5-14 years,7311,0
Antigua and Barbuda,1992,female,55-74 years,3648,0
Antigua and Barbuda,1992,female,75+ years,1339,0
Antigua and Barbuda,1992,male,15-24 years,6221,0
Antigua and Barbuda,1992,male,25-34 years,6409,0
Antigua and Barbuda,1992,male,35-54 years,6497,0
Antigua and Barbuda,1992,male,5-14 years,7059,0
Antigua and Barbuda,1992,male,55-74 years,2851,0
Antigua and Barbuda,1992,male,75+ years,853,0
Antigua and Barbuda,1993,female,15-24 years,6182,0
Antigua and Barbuda,1993,female,25-34 years,6914,0
Antigua and Barbuda,1993,female,35-54 years,6917,0
Antigua and Barbuda,1993,female,5-14 years,7529,0
Antigua and Barbuda,1993,female,55-74 years,3662,0
Antigua and Barbuda,1993,female,75+ years,1386,0
Antigua and Barbuda,1993,male,15-24 years,6069,0
Antigua and Barbuda,1993,male,25-34 years,6668,1
Antigua and Barbuda,1993,male,35-54 years,6915,0
Antigua and Barbuda,1993,male,5-14 years,7298,0
Antigua and Barbuda,1993,male,55-74 years,2879,0
Antigua and Barbuda,1993,male,75+ years,896,0
Antigua and Barbuda,1994,female,15-24 years,6083,0
Antigua and Barbuda,1994,female,25-34 years,7151,0
Antigua and Barbuda,1994,female,35-54 years,7357,0
Antigua and Barbuda,1994,female,5-14 years,7722,0
Antigua and Barbuda,1994,female,55-74 years,3715,0
Antigua and Barbuda,1994,female,75+ years,1437,0
Antigua and Barbuda,1994,male,15-24 years,5976,0
Antigua and Barbuda,1994,male,25-34 years,6886,0
Antigua and Barbuda,1994,male,35-54 years,7359,0
Antigua and Barbuda,1994,male,5-14 years,7494,0
Antigua and Barbuda,1994,male,55-74 years,2935,0
Antigua and Barbuda,1994,male,75+ years,929,0
Antigua and Barbuda,1995,female,15-24 years,6099,0
Antigua and Barbuda,1995,female,25-34 years,7333,0
Antigua and Barbuda,1995,female,35-54 years,7851,0
Antigua and Barbuda,1995,female,5-14 years,7885,0
Antigua and Barbuda,1995,female,55-74 years,3808,0
Antigua and Barbuda,1995,female,75+ years,1488,0
Antigua and Barbuda,1995,male,15-24 years,5953,0
Antigua and Barbuda,1995,male,25-34 years,7023,0
Antigua and Barbuda,1995,male,35-54 years,7809,0
Antigua and Barbuda,1995,male,5-14 years,7632,0
Antigua and Barbuda,1995,male,55-74 years,3021,0
Antigua and Barbuda,1995,male,75+ years,944,0
Antigua and Barbuda,1998,female,15-24 years,6529,0
Antigua and Barbuda,1998,female,25-34 years,8332,0
Antigua and Barbuda,1998,female,35-54 years,9615,0
Antigua and Barbuda,1998,female,5-14 years,8183,0
Antigua and Barbuda,1998,female,55-74 years,3921,0
Antigua and Barbuda,1998,female,75+ years,1476,0
Antigua and Barbuda,1998,male,15-24 years,5916,0
Antigua and Barbuda,1998,male,25-34 years,7294,0
Antigua and Barbuda,1998,male,35-54 years,9086,0
Antigua and Barbuda,1998,male,5-14 years,7706,0
Antigua and Barbuda,1998,male,55-74 years,3213,0
Antigua and Barbuda,1998,male,75+ years,954,0
Antigua and Barbuda,1999,female,15-24 years,6589,0
Antigua and Barbuda,1999,female,25-34 years,8526,0
Antigua and Barbuda,1999,female,35-54 years,10311,0
Antigua and Barbuda,1999,female,5-14 years,8314,0
Antigua and Barbuda,1999,female,55-74 years,3968,0
Antigua and Barbuda,1999,female,75+ years,1451,0
Antigua and Barbuda,1999,male,15-24 years,5845,0
Antigua and Barbuda,1999,male,25-34 years,7263,0
Antigua and Barbuda,1999,male,35-54 years,9537,0
Antigua and Barbuda,1999,male,5-14 years,7805,0
Antigua and Barbuda,1999,male,55-74 years,3276,0
Antigua and Barbuda,1999,male,75+ years,947,0
Antigua and Barbuda,2000,female,15-24 years,6616,0
Antigua and Barbuda,2000,female,25-34 years,8595,0
Antigua and Barbuda,2000,female,35-54 years,11040,0
Antigua and Barbuda,2000,female,5-14 years,8439,0
Antigua and Barbuda,2000,female,55-74 years,3986,0
Antigua and Barbuda,2000,female,75+ years,1413,0
Antigua and Barbuda,2000,male,15-24 years,5783,0
Antigua and Barbuda,2000,male,25-34 years,7177,0
Antigua and Barbuda,2000,male,35-54 years,10033,1
Antigua and Barbuda,2000,male,5-14 years,7973,0
Antigua and Barbuda,2000,male,55-74 years,3333,1
Antigua and Barbuda,2000,male,75+ years,938,0
Antigua and Barbuda,2001,female,15-24 years,6902,0
Antigua and Barbuda,2001,female,25-34 years,8425,0
Antigua and Barbuda,2001,female,35-54 years,11402,0
Antigua and Barbuda,2001,female,5-14 years,8428,0
Antigua and Barbuda,2001,female,55-74 years,4037,0
Antigua and Barbuda,2001,female,75+ years,1487,0
Antigua and Barbuda,2001,male,15-24 years,6084,0
Antigua and Barbuda,2001,male,25-34 years,7071,0
Antigua and Barbuda,2001,male,35-54 years,10281,2
Antigua and Barbuda,2001,male,5-14 years,7958,0
Antigua and Barbuda,2001,male,55-74 years,3442,0
Antigua and Barbuda,2001,male,75+ years,980,0
Antigua and Barbuda,2002,female,15-24 years,7196,0
Antigua and Barbuda,2002,female,25-34 years,8155,0
Antigua and Barbuda,2002,female,35-54 years,11760,0
Antigua and Barbuda,2002,female,5-14 years,8408,0
Antigua and Barbuda,2002,female,55-74 years,4050,0
Antigua and Barbuda,2002,female,75+ years,1547,0
Antigua and Barbuda,2002,male,15-24 years,6416,0
Antigua and Barbuda,2002,male,25-34 years,6921,0
Antigua and Barbuda,2002,male,35-54 years,10604,0
Antigua and Barbuda,2002,male,5-14 years,7980,0
Antigua and Barbuda,2002,male,55-74 years,3527,0
Antigua and Barbuda,2002,male,75+ years,1024,0
Antigua and Barbuda,2003,female,15-24 years,7454,0
Antigua and Barbuda,2003,female,25-34 years,7831,0
Antigua and Barbuda,2003,female,35-54 years,12129,0
Antigua and Barbuda,2003,female,5-14 years,8423,0
Antigua and Barbuda,2003,female,55-74 years,4054,0
Antigua and Barbuda,2003,female,75+ years,1583,0
Antigua and Barbuda,2003,male,15-24 years,6730,0
Antigua and Barbuda,2003,male,25-34 years,6734,0
Antigua and Barbuda,2003,male,35-54 years,10997,0
Antigua and Barbuda,2003,male,5-14 years,8061,0
Antigua and Barbuda,2003,male,55-74 years,3594,1
Antigua and Barbuda,2003,male,75+ years,1068,0
Antigua and Barbuda,2004,female,15-24 years,7648,0
Antigua and Barbuda,2004,female,25-34 years,7531,0
Antigua and Barbuda,2004,female,35-54 years,12492,0
Antigua and Barbuda,2004,female,5-14 years,8488,0
Antigua and Barbuda,2004,female,55-74 years,4088,0
Antigua and Barbuda,2004,female,75+ years,1590,0
Antigua and Barbuda,2004,male,15-24 years,6968,0
Antigua and Barbuda,2004,male,25-34 years,6556,0
Antigua and Barbuda,2004,male,35-54 years,11406,1
Antigua and Barbuda,2004,male,5-14 years,8196,0
Antigua and Barbuda,2004,male,55-74 years,3665,1
Antigua and Barbuda,2004,male,75+ years,1094,0
Antigua and Barbuda,2005,female,15-24 years,7780,0
Antigua and Barbuda,2005,female,25-34 years,7327,0
Antigua and Barbuda,2005,female,35-54 years,12835,0
Antigua and Barbuda,2005,female,5-14 years,8584,0
Antigua and Barbuda,2005,female,55-74 years,4157,0
Antigua and Barbuda,2005,female,75+ years,1575,0
Antigua and Barbuda,2005,male,15-24 years,7113,0
Antigua and Barbuda,2005,male,25-34 years,6444,0
Antigua and Barbuda,2005,male,35-54 years,11778,0
Antigua and Barbuda,2005,male,5-14 years,8358,0
Antigua and Barbuda,2005,male,55-74 years,3748,0
Antigua and Barbuda,2005,male,75+ years,1110,0
Antigua and Barbuda,2006,female,15-24 years,7902,0
Antigua and Barbuda,2006,female,25-34 years,7098,0
Antigua and Barbuda,2006,female,35-54 years,13374,0
Antigua and Barbuda,2006,female,5-14 years,8571,0
Antigua and Barbuda,2006,female,55-74 years,4256,0
Antigua and Barbuda,2006,female,75+ years,1573,0
Antigua and Barbuda,2006,male,15-24 years,7239,0
Antigua and Barbuda,2006,male,25-34 years,6319,0
Antigua and Barbuda,2006,male,35-54 years,12202,0
Antigua and Barbuda,2006,male,5-14 years,8485,0
Antigua and Barbuda,2006,male,55-74 years,3847,0
Antigua and Barbuda,2006,male,75+ years,1107,0
Antigua and Barbuda,2007,female,15-24 years,8013,0
Antigua and Barbuda,2007,female,25-34 years,6962,0
Antigua and Barbuda,2007,female,35-54 years,13860,0
Antigua and Barbuda,2007,female,5-14 years,8555,0
Antigua and Barbuda,2007,female,55-74 years,4400,0
Antigua and Barbuda,2007,female,75+ years,1568,0
Antigua and Barbuda,2007,male,15-24 years,7330,0
Antigua and Barbuda,2007,male,25-34 years,6267,0
Antigua and Barbuda,2007,male,35-54 years,12530,1
Antigua and Barbuda,2007,male,5-14 years,8564,0
Antigua and Barbuda,2007,male,55-74 years,3988,0
Antigua and Barbuda,2007,male,75+ years,1094,0
Antigua and Barbuda,2008,female,15-24 years,8108,0
Antigua and Barbuda,2008,female,25-34 years,6910,0
Antigua and Barbuda,2008,female,35-54 years,14278,0
Antigua and Barbuda,2008,female,5-14 years,8537,0
Antigua and Barbuda,2008,female,55-74 years,4587,0
Antigua and Barbuda,2008,female,75+ years,1567,0
Antigua and Barbuda,2008,male,15-24 years,7404,0
Antigua and Barbuda,2008,male,25-34 years,6274,0
Antigua and Barbuda,2008,male,35-54 years,12782,0
Antigua and Barbuda,2008,male,5-14 years,8599,0
Antigua and Barbuda,2008,male,55-74 years,4158,0
Antigua and Barbuda,2008,male,75+ years,1069,0
Antigua and Barbuda,2009,female,15-24 years,8199,0
Antigua and Barbuda,2009,female,25-34 years,6917,0
Antigua and Barbuda,2009,female,35-54 years,14629,0
Antigua and Barbuda,2009,female,5-14 years,8514,0
Antigua and Barbuda,2009,female,55-74 years,4793,0
Antigua and Barbuda,2009,female,75+ years,1571,0
Antigua and Barbuda,2009,male,15-24 years,7489,0
Antigua and Barbuda,2009,male,25-34 years,6325,0
Antigua and Barbuda,2009,male,35-54 years,12978,0
Antigua and Barbuda,2009,male,5-14 years,8599,0
Antigua and Barbuda,2009,male,55-74 years,4349,0
Antigua and Barbuda,2009,male,75+ years,1042,0
Antigua and Barbuda,2012,female,15-24 years,8435,0
Antigua and Barbuda,2012,female,25-34 years,7215,0
Antigua and Barbuda,2012,female,35-54 years,15193,0
Antigua and Barbuda,2012,female,5-14 years,8401,0
Antigua and Barbuda,2012,female,55-74 years,5512,0
Antigua and Barbuda,2012,female,75+ years,1625,0
Antigua and Barbuda,2012,male,15-24 years,7893,0
Antigua and Barbuda,2012,male,25-34 years,6629,0
Antigua and Barbuda,2012,male,35-54 years,13280,0
Antigua and Barbuda,2012,male,5-14 years,8475,0
Antigua and Barbuda,2012,male,55-74 years,4994,0
Antigua and Barbuda,2012,male,75+ years,1051,0
Antigua and Barbuda,2013,female,15-24 years,8494,0
Antigua and Barbuda,2013,female,25-34 years,7397,0
Antigua and Barbuda,2013,female,35-54 years,15236,0
Antigua and Barbuda,2013,female,5-14 years,8353,0
Antigua and Barbuda,2013,female,55-74 years,5787,0
Antigua and Barbuda,2013,female,75+ years,1652,0
Antigua and Barbuda,2013,male,15-24 years,8061,0
Antigua and Barbuda,2013,male,25-34 years,6782,0
Antigua and Barbuda,2013,male,35-54 years,13302,0
Antigua and Barbuda,2013,male,5-14 years,8405,0
Antigua and Barbuda,2013,male,55-74 years,5238,0
Antigua and Barbuda,2013,male,75+ years,1072,0
Antigua and Barbuda,2014,female,15-24 years,8537,0
Antigua and Barbuda,2014,female,25-34 years,7578,0
Antigua and Barbuda,2014,female,35-54 years,15273,0
Antigua and Barbuda,2014,female,5-14 years,8296,0
Antigua and Barbuda,2014,female,55-74 years,6085,0
Antigua and Barbuda,2014,female,75+ years,1686,0
Antigua and Barbuda,2014,male,15-24 years,8208,0
Antigua and Barbuda,2014,male,25-34 years,6928,0
Antigua and Barbuda,2014,male,35-54 years,13325,0
Antigua and Barbuda,2014,male,5-14 years,8335,0
Antigua and Barbuda,2014,male,55-74 years,5503,0
Antigua and Barbuda,2014,male,75+ years,1083,0
Antigua and Barbuda,2015,female,15-24 years,8561,0
Antigua and Barbuda,2015,female,25-34 years,7740,0
Antigua and Barbuda,2015,female,35-54 years,15323,0
Antigua and Barbuda,2015,female,5-14 years,8239,0
Antigua and Barbuda,2015,female,55-74 years,6403,1
Antigua and Barbuda,2015,female,75+ years,1724,0
Antigua and Barbuda,2015,male,15-24 years,8331,0
Antigua and Barbuda,2015,male,25-34 years,7059,0
Antigua and Barbuda,2015,male,35-54 years,13370,0
Antigua and Barbuda,2015,male,5-14 years,8268,0
Antigua and Barbuda,2015,male,55-74 years,5784,0
Antigua and Barbuda,2015,male,75+ years,1087,0
Argentina,1979,female,15-24 years,2343000,105
Argentina,1979,female,25-34 years,1951000,95
Argentina,1979,female,35-54 years,3295000,136
Argentina,1979,female,5-14 years,2517000,15
Argentina,1979,female,55-74 years,2026000,124
Argentina,1979,female,75+ years,400000,33
Argentina,1979,male,15-24 years,2415000,141
Argentina,1979,male,25-34 years,1993000,187
Argentina,1979,male,35-54 years,3299000,421
Argentina,1979,male,5-14 years,2598000,12
Argentina,1979,male,55-74 years,1852000,395
Argentina,1979,male,75+ years,297000,138
